Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
817,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,fr Ligue 1,21.0,2005,14.6,,10,,,,,,,,,,4,,,,Matches
818,Álvaro Fidalgo,es ESP,MF,Real Betis,es La Liga,28.0,1997,1.7,,0,,,,,,,,,,0,,,,Matches
819,Seydou Fini,it ITA,FW,Genoa,it Serie A,19.0,2006,0.4,,0,,,,,,,,,,0,,,,Matches
820,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,21.0,2004,1.4,,4,,,,,,,,,,4,,,,Matches
821,Junior Firpo,do DOM,DF,Real Betis,es La Liga,29.0,1996,6.0,,12,,,,,,,,,,6,,,,Matches
822,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24.0,2001,21.2,,0,,,,,,,,,,0,,,,Matches
823,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25.0,2000,8.9,,13,,,,,,,,,,12,,,,Matches
824,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32.0,1993,16.7,,0,,,,,,,,,,0,,,,Matches
825,Zian Flemming,nl NED,FW,Burnley,eng Premier League,27.0,1998,9.3,,3,,,,,,,,,,1,,,,Matches
826,Jack Fletcher,eng ENG,MF,Manchester Utd,eng Premier League,18.0,2007,1.2,,1,,,,,,,,,,1,,,,Matches
827,Tyler Fletcher,sct SCO,MF,Manchester Utd,eng Premier League,18.0,2007,0.0,,0,,,,,,,,,,0,,,,Matches
828,Romano Floriani,it ITA,"MF,DF",Cremonese,it Serie A,23.0,2003,8.7,,8,,,,,,,,,,5,,,,Matches
829,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25.0,2000,19.1,,12,,,,,,,,,,8,,,,Matches
830,Malick Fofana,be BEL,"MF,FW",Lyon,fr Ligue 1,20.0,2005,8.0,,5,,,,,,,,,,3,,,,Matches
831,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,20.0,2006,6.9,,3,,,,,,,,,,1,,,,Matches
832,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30.0,1995,7.3,,2,,,,,,,,,,3,,,,Matches
833,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25.0,2000,10.6,,9,,,,,,,,,,20,,,,Matches
834,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,27.0,1999,15.9,,13,,,,,,,,,,8,,,,Matches
835,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,30.0,1996,18.3,,18,,,,,,,,,,23,,,,Matches
836,Francesco Folino,it ITA,DF,Cremonese,it Serie A,24.0,2002,3.6,,2,,,,,,,,,,1,,,,Matches
837,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,28.0,1998,14.5,,8,,,,,,,,,,7,,,,Matches
838,Nicolas Fonseca,uy URU,MF,Oviedo,es La Liga,27.0,1998,1.6,,6,,,,,,,,,,1,,,,Matches
839,Álex Forés,es ESP,FW,Oviedo,es La Liga,24.0,2001,3.2,,0,,,,,,,,,,1,,,,Matches
840,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,29.0,1996,21.5,,20,,,,,,,,,,25,,,,Matches
841,Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,19.0,2006,3.6,,2,,,,,,,,,,4,,,,Matches
842,Niccolò Fortini,it ITA,MF,Fiorentina,it Serie A,20.0,2006,6.0,,9,,,,,,,,,,4,,,,Matches
843,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25.0,2000,11.4,,10,,,,,,,,,,3,,,,Matches
844,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32.0,1993,12.8,,9,,,,,,,,,,8,,,,Matches
845,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,28.0,1998,10.4,,13,,,,,,,,,,15,,,,Matches
846,Alejandro Francés,es ESP,DF,Girona,es La Liga,23.0,2002,5.4,,8,,,,,,,,,,8,,,,Matches
847,Przemysław Frankowski,pl POL,MF,Rennes,fr Ligue 1,30.0,1995,12.3,,25,,,,,,,,,,8,,,,Matches
848,Davide Frattesi,it ITA,MF,Inter,it Serie A,26.0,1999,3.9,,5,,,,,,,,,,2,,,,Matches
849,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,22.0,2003,0.5,,0,,,,,,,,,,1,,,,Matches
850,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,20.0,2005,0.0,,0,,,,,,,,,,0,,,,Matches
851,Alex Freeman,us USA,DF,Villarreal,es La Liga,21.0,2004,0.3,,0,,,,,,,,,,1,,,,Matches
852,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24.0,2001,22.4,,46,,,,,,,,,,27,,,,Matches
853,Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,28.0,1998,16.4,,30,,,,,,,,,,15,,,,Matches
854,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33.0,1992,14.6,,23,,,,,,,,,,8,,,,Matches
855,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27.0,1998,19.5,,17,,,,,,,,,,25,,,,Matches
856,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,30.0,1995,1.7,,3,,,,,,,,,,1,,,,Matches
857,Jeremie Frimpong,nl NED,"DF,MF",Liverpool,eng Premier League,25.0,2000,6.0,,3,,,,,,,,,,4,,,,Matches
858,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28.0,1997,16.7,,11,,,,,,,,,,4,,,,Matches
859,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,28.0,1998,9.5,,5,,,,,,,,,,0,,,,Matches
860,Joel Fujita,jp JPN,MF,St Pauli,de Bundesliga,24.0,2002,19.6,,25,,,,,,,,,,25,,,,Matches
861,Niclas Füllkrug,de GER,FW,West Ham United,eng Premier League,33.0,1993,4.5,,1,,,,,,,,,,2,,,,Matches
862,Niclas Füllkrug,de GER,FW,Milan,it Serie A,33.0,1993,2.7,,2,,,,,,,,,,1,,,,Matches
863,Matteo Gabbia,it ITA,DF,Milan,it Serie A,26.0,1999,21.6,,10,,,,,,,,,,11,,,,Matches
864,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21.0,2004,22.8,,26,,,,,,,,,,25,,,,Matches
865,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25.0,2000,12.1,,8,,,,,,,,,,10,,,,Matches
866,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31.0,1994,14.6,,24,,,,,,,,,,37,,,,Matches
867,Cody Gakpo,nl NED,"MF,FW",Liverpool,eng Premier League,26.0,1999,19.4,,7,,,,,,,,,,7,,,,Matches
868,Javi Galán,es ESP,DF,Osasuna,es La Liga,31.0,1994,6.8,,16,,,,,,,,,,12,,,,Matches
869,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,31.0,1994,1.5,,2,,,,,,,,,,1,,,,Matches
870,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32.0,1993,15.6,,22,,,,,,,,,,12,,,,Matches
871,Conor Gallagher,eng ENG,MF,Tottenham Hotspur,eng Premier League,26.0,2000,4.6,,3,,,,,,,,,,8,,,,Matches
872,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,26.0,2000,7.5,,12,,,,,,,,,,11,,,,Matches
873,Antonino Gallo,it ITA,DF,Lecce,it Serie A,26.0,2000,21.7,,32,,,,,,,,,,10,,,,Matches
874,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36.0,1989,15.6,,16,,,,,,,,,,19,,,,Matches
875,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,27.0,1999,0.6,,0,,,,,,,,,,0,,,,Matches
876,Omri Gandelman,il ISR,MF,Lecce,it Serie A,25.0,2000,4.6,,2,,,,,,,,,,2,,,,Matches
877,Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20.0,2005,10.8,,14,,,,,,,,,,10,,,,Matches
878,Ben Gannon-Doak,sct SCO,MF,Bournemouth,eng Premier League,20.0,2005,0.6,,0,,,,,,,,,,1,,,,Matches
879,Facundo Garcés,my MAS,DF,Alavés,es La Liga,26.0,1999,8.5,,7,,,,,,,,,,7,,,,Matches
880,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28.0,1997,19.4,,11,,,,,,,,,,14,,,,Matches
881,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,33.0,1992,17.8,,12,,,,,,,,,,11,,,,Matches
882,Andrés García,es ESP,DF,Aston Villa,eng Premier League,23.0,2003,0.3,,0,,,,,,,,,,0,,,,Matches
883,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,25.0,2001,20.3,,30,,,,,,,,,,35,,,,Matches
884,Fran Garcia,es ESP,"DF,MF",Real Madrid,es La Liga,26.0,1999,4.6,,3,,,,,,,,,,3,,,,Matches
885,Gonzalo García,es ESP,FW,Real Madrid,es La Liga,21.0,2004,5.8,,5,,,,,,,,,,1,,,,Matches
886,Hugo García,es ESP,MF,Celta Vigo,es La Liga,19.0,2006,0.1,,0,,,,,,,,,,0,,,,Matches
887,Joan García,es ESP,GK,Barcelona,es La Liga,24.0,2001,17.0,,2,,,,,,,,,,0,,,,Matches
888,Pablo Garcia,es ESP,MF,Real Betis,es La Liga,19.0,2006,4.1,,5,,,,,,,,,,3,,,,Matches
889,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,32.0,1993,15.0,,21,,,,,,,,,,11,,,,Matches
890,Ulisses Garcia,ch SUI,"DF,MF",Sassuolo,it Serie A,30.0,1996,0.7,,0,,,,,,,,,,0,,,,Matches
891,Ulisses Garcia,ch SUI,"MF,DF",Marseille,fr Ligue 1,30.0,1996,2.3,,2,,,,,,,,,,0,,,,Matches
892,Víctor García,es ESP,MF,Levante,es La Liga,28.0,1997,3.9,,5,,,,,,,,,,5,,,,Matches
893,Alejandro Garnacho,ar ARG,MF,Chelsea,eng Premier League,21.0,2004,9.9,,8,,,,,,,,,,3,,,,Matches
894,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24.0,2001,25.9,,47,,,,,,,,,,37,,,,Matches
895,Federico Gatti,it ITA,DF,Juventus,it Serie A,27.0,1998,9.0,,7,,,,,,,,,,9,,,,Matches
896,Federico Gattoni,ar ARG,DF,Sevilla,es La Liga,27.0,1999,0.1,,0,,,,,,,,,,0,,,,Matches
897,Gavi,es ESP,"FW,MF",Barcelona,es La Liga,21.0,2004,0.7,,1,,,,,,,,,,0,,,,Matches
898,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25.0,2000,0.3,,0,,,,,,,,,,0,,,,Matches
899,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,34.0,1992,19.5,,0,,,,,,,,,,0,,,,Matches
900,Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30.0,1995,17.3,,17,,,,,,,,,,13,,,,Matches
901,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,25.0,2001,20.0,,6,,,,,,,,,,9,,,,Matches
902,David de Gea,es ESP,GK,Fiorentina,it Serie A,35.0,1990,25.0,,0,,,,,,,,,,0,,,,Matches
903,Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25.0,2000,11.3,,14,,,,,,,,,,13,,,,Matches
904,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,25.0,2000,0.6,,0,,,,,,,,,,1,,,,Matches
905,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,20.0,2006,1.6,,2,,,,,,,,,,0,,,,Matches
906,Tyrique George,eng ENG,MF,Everton,eng Premier League,20.0,2006,0.9,,0,,,,,,,,,,1,,,,Matches
907,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,31.0,1994,8.5,,6,,,,,,,,,,8,,,,Matches
908,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,24.0,2001,7.8,,1,,,,,,,,,,4,,,,Matches
909,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21.0,2004,1.0,,1,,,,,,,,,,0,,,,Matches
910,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27.0,1998,0.6,,3,,,,,,,,,,0,,,,Matches
911,Rachid Ghezzal,dz ALG,FW,Lyon,fr Ligue 1,33.0,1992,1.6,,2,,,,,,,,,,0,,,,Matches
912,Daniele Ghilardi,it ITA,DF,Roma,it Serie A,23.0,2003,6.5,,10,,,,,,,,,,9,,,,Matches
913,Andrea Ghion,it ITA,MF,Sassuolo,it Serie A,25.0,2000,0.1,,1,,,,,,,,,,0,,,,Matches
914,Dimitris Giannoulis,gr GRE,MF,Augsburg,de Bundesliga,30.0,1995,12.7,,10,,,,,,,,,,15,,,,Matches
915,Morgan Gibbs-White,eng ENG,MF,Nottingham Forest,eng Premier League,26.0,2000,24.5,,10,,,,,,,,,,9,,,,Matches
916,Bryan Gil,es ESP,MF,Girona,es La Liga,25.0,2001,12.6,,13,,,,,,,,,,7,,,,Matches
917,Mario Gila,es ESP,DF,Lazio,it Serie A,25.0,2000,22.4,,30,,,,,,,,,,22,,,,Matches
918,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24.0,2001,4.7,,4,,,,,,,,,,7,,,,Matches
919,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,28.0,1997,11.4,,14,,,,,,,,,,9,,,,Matches
920,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24.0,2001,6.9,,4,,,,,,,,,,1,,,,Matches
921,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21.0,2004,9.3,,15,,,,,,,,,,11,,,,Matches
922,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,32.0,1994,21.0,,9,,,,,,,,,,14,,,,Matches
923,Giovane,br BRA,"FW,MF",Hellas Verona,it Serie A,22.0,2003,17.0,,9,,,,,,,,,,5,,,,Matches
924,Giovane,br BRA,FW,Napoli,it Serie A,22.0,2003,0.8,,0,,,,,,,,,,0,,,,Matches
925,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39.0,1986,15.1,,6,,,,,,,,,,4,,,,Matches
926,Jamie Gittens,eng ENG,MF,Chelsea,eng Premier League,21.0,2004,5.5,,4,,,,,,,,,,2,,,,Matches
927,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,32.0,1994,2.6,,0,,,,,,,,,,0,,,,Matches
928,Serge Gnabry,de GER,MF,Bayern Munich,de Bundesliga,30.0,1995,11.1,,8,,,,,,,,,,4,,,,Matches
929,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,22.0,2003,3.9,,10,,,,,,,,,,2,,,,Matches
930,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,25.0,2001,8.4,,11,,,,,,,,,,4,,,,Matches
931,Martial Godo,eng ENG,MF,Strasbourg,fr Ligue 1,22.0,2003,8.9,,4,,,,,,,,,,10,,,,Matches
932,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,18.0,2008,0.4,,1,,,,,,,,,,0,,,,Matches
933,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21.0,2004,4.7,,8,,,,,,,,,,8,,,,Matches
934,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,32.0,1993,0.0,,0,,,,,,,,,,0,,,,Matches
935,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,29.0,1996,12.5,,12,,,,,,,,,,16,,,,Matches
936,André Gomes,pt POR,MF,Lille,fr Ligue 1,32.0,1993,0.1,,0,,,,,,,,,,0,,,,Matches
937,Angel Gomes,eng ENG,MF,Wolves,eng Premier League,25.0,2000,1.7,,3,,,,,,,,,,1,,,,Matches
938,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25.0,2000,9.9,,5,,,,,,,,,,4,,,,Matches
939,João Gomes,br BRA,MF,Wolves,eng Premier League,25.0,2001,22.5,,47,,,,,,,,,,29,,,,Matches
940,Rodrigo Gomes,pt POR,"MF,FW",Wolves,eng Premier League,22.0,2003,6.2,,11,,,,,,,,,,8,,,,Matches
941,Toti Gomes,pt POR,DF,Wolves,eng Premier League,27.0,1999,10.5,,6,,,,,,,,,,7,,,,Matches
942,Diego Gómez,py PAR,"MF,FW",Brighton,eng Premier League,22.0,2003,16.8,,35,,,,,,,,,,11,,,,Matches
943,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28.0,1997,3.4,,1,,,,,,,,,,6,,,,Matches
944,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31.0,1994,10.1,,6,,,,,,,,,,9,,,,Matches
945,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25.0,2000,17.9,,42,,,,,,,,,,20,,,,Matches
946,Unai Gómez,es ESP,"MF,FW",Athletic Club,es La Liga,22.0,2003,5.4,,4,,,,,,,,,,2,,,,Matches
947,Valentín Gómez,ar ARG,DF,Real Betis,es La Liga,22.0,2003,12.3,,20,,,,,,,,,,15,,,,Matches
948,Tidiam Gomis,fr FRA,FW,RB Leipzig,de Bundesliga,19.0,2006,3.3,,2,,,,,,,,,,0,,,,Matches
949,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20.0,2005,3.0,,7,,,,,,,,,,2,,,,Matches
950,Nicolás González,es ESP,MF,Manchester City,eng Premier League,24.0,2002,15.3,,26,,,,,,,,,,22,,,,Matches
951,Nicolás González,ar ARG,"FW,MF",Juventus,it Serie A,27.0,1998,0.2,,0,,,,,,,,,,0,,,,Matches
952,Nicolás González,ar ARG,"MF,DF",Atlético Madrid,es La Liga,27.0,1998,12.5,,10,,,,,,,,,,10,,,,Matches
953,Urko González,es ESP,MF,Espanyol,es La Liga,24.0,2001,16.2,,22,,,,,,,,,,17,,,,Matches
954,Urko González,es ESP,"DF,MF",Real Sociedad,es La Liga,24.0,2001,0.1,,0,,,,,,,,,,0,,,,Matches
955,Anthony Gordon,eng ENG,FW,Newcastle United,eng Premier League,24.0,2001,14.5,,9,,,,,,,,,,2,,,,Matches
956,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,31.0,1995,13.3,,12,,,,,,,,,,19,,,,Matches
957,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29.0,1996,7.4,,10,,,,,,,,,,6,,,,Matches
958,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,24.0,2002,18.9,,25,,,,,,,,,,29,,,,Matches
959,Olaf Gorter,nl NED,MF,Lecce,it Serie A,21.0,2005,0.3,,1,,,,,,,,,,0,,,,Matches
960,Alimami Gory,ml MLI,"MF,DF",Paris FC,fr Ligue 1,29.0,1996,6.9,,7,,,,,,,,,,6,,,,Matches
961,Robin Gosens,de GER,"MF,DF",Fiorentina,it Serie A,31.0,1994,12.5,,8,,,,,,,,,,10,,,,Matches
962,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23.0,2002,0.8,,1,,,,,,,,,,0,,,,Matches
963,Mario Götze,de GER,MF,Eintracht Frankfurt,de Bundesliga,33.0,1992,7.5,,6,,,,,,,,,,4,,,,Matches
964,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,26.0,2000,8.1,,5,,,,,,,,,,2,,,,Matches
965,Lucas Gourna-Douath,fr FRA,MF,Le Havre,fr Ligue 1,22.0,2003,4.0,,1,,,,,,,,,,7,,,,Matches
966,Tiago Gouveia,pt POR,MF,Nice,fr Ligue 1,24.0,2001,5.4,,3,,,,,,,,,,6,,,,Matches
967,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34.0,1991,4.1,,6,,,,,,,,,,7,,,,Matches
968,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,27.0,1999,22.0,,1,,,,,,,,,,0,,,,Matches
969,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,33.0,1992,9.0,,12,,,,,,,,,,16,,,,Matches
970,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30.0,1995,11.6,,8,,,,,,,,,,24,,,,Matches
971,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23.0,2002,23.5,,26,,,,,,,,,,30,,,,Matches
972,Archie Gray,eng ENG,"MF,DF",Tottenham Hotspur,eng Premier League,19.0,2006,10.3,,7,,,,,,,,,,11,,,,Matches
973,Jack Grealish,eng ENG,MF,Everton,eng Premier League,30.0,1995,18.1,,15,,,,,,,,,,11,,,,Matches
974,Mason Greenwood,eng ENG,MF,Marseille,fr Ligue 1,24.0,2001,18.3,,7,,,,,,,,,,3,,,,Matches
975,Michael Gregoritsch,at AUT,FW,Augsburg,de Bundesliga,31.0,1994,4.2,,3,,,,,,,,,,2,,,,Matches
976,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28.0,1997,18.0,,0,,,,,,,,,,0,,,,Matches
977,Antoine Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,34.0,1991,8.5,,4,,,,,,,,,,2,,,,Matches
978,Vincenzo Grifo,it ITA,MF,Freiburg,de Bundesliga,32.0,1993,11.7,,2,,,,,,,,,,6,,,,Matches
979,Álex Grimaldo,es ESP,MF,Leverkusen,de Bundesliga,30.0,1995,16.0,,13,,,,,,,,,,11,,,,Matches
980,Pascal Groß,de GER,MF,Brighton,eng Premier League,34.0,1991,6.2,,4,,,,,,,,,,6,,,,Matches
981,Pascal Groß,de GER,MF,Dortmund,de Bundesliga,34.0,1991,6.8,,6,,,,,,,,,,5,,,,Matches
982,Brajan Gruda,de GER,MF,Brighton,eng Premier League,21.0,2004,8.0,,5,,,,,,,,,,2,,,,Matches
983,Brajan Gruda,de GER,MF,RB Leipzig,de Bundesliga,21.0,2004,1.9,,2,,,,,,,,,,0,,,,Matches
984,Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25.0,2000,11.4,,12,,,,,,,,,,12,,,,Matches
985,Marco Grüll,at AUT,"MF,FW",Werder Bremen,de Bundesliga,27.0,1998,15.6,,14,,,,,,,,,,9,,,,Matches
986,Albert Grønbaek,dk DEN,MF,Genoa,it Serie A,24.0,2001,1.1,,2,,,,,,,,,,0,,,,Matches
987,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,34.0,1991,15.7,,20,,,,,,,,,,12,,,,Matches
988,Gabriel Gudmundsson,se SWE,"DF,MF",Leeds United,eng Premier League,26.0,1999,23.3,,40,,,,,,,,,,18,,,,Matches
989,Gonçalo Guedes,pt POR,MF,Real Sociedad,es La Liga,29.0,1996,14.6,,12,,,,,,,,,,3,,,,Matches
990,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25.0,2000,20.0,,19,,,,,,,,,,24,,,,Matches
991,Marc Guéhi,eng ENG,DF,Manchester City,eng Premier League,25.0,2000,4.0,,4,,,,,,,,,,6,,,,Matches
992,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26.0,1999,15.9,,8,,,,,,,,,,11,,,,Matches
993,Javier Guerra,es ESP,MF,Valencia,es La Liga,23.0,2003,11.9,,6,,,,,,,,,,13,,,,Matches
994,Raphaël Guerreiro,pt POR,MF,Bayern Munich,de Bundesliga,32.0,1993,4.7,,7,,,,,,,,,,1,,,,Matches
995,Daniel Guerrero,es ESP,MF,Real Betis,es La Liga,20.0,2005,0.0,,0,,,,,,,,,,0,,,,Matches
996,Ismaël Guerti,fr FRA,FW,Metz,fr Ligue 1,21.0,2004,0.3,,1,,,,,,,,,,1,,,,Matches
997,Evann Guessand,ci CIV,MF,Crystal Palace,eng Premier League,24.0,2001,1.0,,2,,,,,,,,,,1,,,,Matches
998,Evann Guessand,ci CIV,MF,Aston Villa,eng Premier League,24.0,2001,6.5,,9,,,,,,,,,,3,,,,Matches
999,Ander Guevara,es ESP,MF,Alavés,es La Liga,28.0,1997,5.6,,4,,,,,,,,,,8,,,,Matches
1000,Idrissa Guèye,sn SEN,FW,Udinese,it Serie A,19.0,2006,1.9,,1,,,,,,,,,,1,,,,Matches
1001,Idrissa Guèye,sn SEN,FW,Metz,fr Ligue 1,19.0,2006,1.5,,2,,,,,,,,,,0,,,,Matches
1002,Pape Gueye,sn SEN,MF,Villarreal,es La Liga,27.0,1999,12.6,,10,,,,,,,,,,15,,,,Matches
1003,Morgan Guilavogui,gn GUI,MF,Lens,fr Ligue 1,27.0,1998,5.5,,10,,,,,,,,,,3,,,,Matches
1004,Luis Guilherme,br BRA,FW,West Ham United,eng Premier League,20.0,2006,1.4,,1,,,,,,,,,,0,,,,Matches
1005,Bruno Guimarães,br BRA,MF,Newcastle United,eng Premier League,28.0,1997,22.4,,35,,,,,,,,,,13,,,,Matches
1006,Daouda Guindo,ml MLI,DF,Brest,fr Ligue 1,23.0,2002,11.1,,20,,,,,,,,,,17,,,,Matches
1007,Bahereba Guirassy,fr FRA,"FW,MF",Nantes,fr Ligue 1,19.0,2006,8.1,,10,,,,,,,,,,4,,,,Matches
1008,Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29.0,1996,18.2,,1,,,,,,,,,,0,,,,Matches
1009,Marc Guiu,es ESP,FW,Sunderland,eng Premier League,20.0,2006,0.2,,0,,,,,,,,,,0,,,,Matches
1010,Marc Guiu,es ESP,FW,Chelsea,eng Premier League,20.0,2006,2.6,,0,,,,,,,,,,0,,,,Matches
1011,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35.0,1990,21.3,,0,,,,,,,,,,0,,,,Matches
1012,Arda Güler,tr TUR,MF,Real Madrid,es La Liga,20.0,2005,16.9,,19,,,,,,,,,,7,,,,Matches
1013,Gerard Gumbau,es ESP,MF,Rayo Vallecano,es La Liga,31.0,1994,5.3,,8,,,,,,,,,,4,,,,Matches
1014,Angus Gunn,sct SCO,GK,Nottingham Forest,eng Premier League,30.0,1996,0.5,,0,,,,,,,,,,0,,,,Matches
1015,Christian Günter,de GER,DF,Freiburg,de Bundesliga,32.0,1993,10.1,,5,,,,,,,,,,5,,,,Matches
1016,Jon Guridi,es ESP,"MF,FW",Alavés,es La Liga,30.0,1995,6.3,,7,,,,,,,,,,3,,,,Matches
1017,Gorka Guruzeta,es ESP,"FW,MF",Athletic Club,es La Liga,29.0,1996,15.3,,3,,,,,,,,,,4,,,,Matches
1018,Malo Gusto,fr FRA,"DF,MF",Chelsea,eng Premier League,22.0,2003,16.5,,20,,,,,,,,,,20,,,,Matches
1019,Miguel Gutiérrez,es ESP,"MF,DF",Napoli,it Serie A,24.0,2001,8.4,,13,,,,,,,,,,4,,,,Matches
1020,Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,it Serie A,28.0,1997,16.9,,3,,,,,,,,,,2,,,,Matches
1021,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,24.0,2002,14.5,,13,,,,,,,,,,14,,,,Matches
1022,Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27.0,1998,17.5,,4,,,,,,,,,,1,,,,Matches
1023,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,25.0,2000,23.8,,5,,,,,,,,,,3,,,,Matches
1024,Janik Haberer,de GER,MF,Union Berlin,de Bundesliga,31.0,1994,12.2,,11,,,,,,,,,,8,,,,Matches
1025,Robin Hack,de GER,MF,Gladbach,de Bundesliga,27.0,1998,2.8,,1,,,,,,,,,,1,,,,Matches
1026,Amadou Haidara,ml MLI,MF,Lens,fr Ligue 1,28.0,1998,0.1,,0,,,,,,,,,,0,,,,Matches
1027,Albian Hajdari,xk KVX,DF,Hoffenheim,de Bundesliga,22.0,2003,17.3,,27,,,,,,,,,,23,,,,Matches
